namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin,idPartai,idDapil,idPro
TEGAL,DEBORAH.JPG,PARTAI AMANAT NASIONAL,112788,7,"DEBORAH NING HASTUTI, SH",Perempuan,12,40,32676
JAKARTA PUSAT,KHAYATUN NUFUS.jpeg,PARTAI AMANAT NASIONAL,253385,8,KHAYATUN NUFUS,Perempuan,12,40,32676
KOTA BEKASI,02.jpeg,PARTAI AMANAT NASIONAL,93667,1,"NASRULLAH, M.Si",Laki-Laki,12,41,32676
KOTA PEKALONGAN,HN.jpg,PARTAI AMANAT NASIONAL,59811,2,"Drs. H. A. HAKAM NAJA, M.Si",Laki-Laki,12,41,32676
PEMALANG,IMG-20180723-WA0030ok.jpg,PARTAI AMANAT NASIONAL,233419,3,SETYASIH PRIHERLINA,Perempuan,12,41,32676
KOTA PEKALONGAN,WhatsApp Image 2018-07-25 at 10.56.31.jpeg,PARTAI AMANAT NASIONAL,168263,4,MUHAMMAD ABU THOLIB,Laki-Laki,12,41,32676
JAKARTA TIMUR,01.jpeg,PARTAI AMANAT NASIONAL,185161,5,"M. HARIMAN BAHTIAR, M.Si",Laki-Laki,12,41,32676
BATANG,JATENG 10.jpg,PARTAI AMANAT NASIONAL,203924,6,YUNITA GUSDIYANTI,Perempuan,12,41,32676
BANYUMAS,INDRI.jpeg,PARTAI AMANAT NASIONAL,253902,7,INDRI KRISNAWATI,Perempuan,12,41,32676
KOTA YOGYAKARTA,4x6 warna.jpg,PARTAI AMANAT NASIONAL,132072,1,"H. A. HANAFI RAIS, S.IP, MPP",Laki-Laki,12,42,41863
KOTA CIMAHI,"02 - Ibnu Mahmud Bilalluddin, Ir..jpg",PARTAI AMANAT NASIONAL,124766,2,Ir. IBNU MAHMUD BILALLUDIN,Laki-Laki,12,42,41863
KOTA YOGYAKARTA,FOTO PAN.jpg,PARTAI AMANAT NASIONAL,296215,3,YUNI ASTUTI,Perempuan,12,42,41863
KLATEN,DSC_2304 E.jpg,PARTAI AMANAT NASIONAL,117775,4,AFDA RIZAL ARMASHITA,Laki-Laki,12,42,41863
JAKARTA TIMUR,WhatsApp Image 2018-07-16 at 16.53.09(1).jpeg,PARTAI AMANAT NASIONAL,191047,5,"TAUFAN PRATAMA ZASYA, B.A M.A",Laki-Laki,12,42,41863
KOTA DEPOK,IMG20180704083626.jpg,PARTAI AMANAT NASIONAL,104421,6,"FENI FITRA RAHMAWATI, SE",Perempuan,12,42,41863
JAKARTA SELATAN,KAMIL.jpeg,PARTAI AMANAT NASIONAL,298394,7,MUHAMMAD SYAHRUL KAMIL ZA,Laki-Laki,12,42,41863
JAKARTA BARAT,WhatsApp Image 2018-07-29 at 11.53.23 AM.jpeg,PARTAI AMANAT NASIONAL,164958,8,"ERLIN SUSILASARI, S.H.",Perempuan,12,42,41863
SIDOARJO,PAK SUNGKONO.jpg,PARTAI AMANAT NASIONAL,46451,1,SUNGKONO,Laki-Laki,12,43,42385
SIDOARJO,DHIMAM.jpg,PARTAI AMANAT NASIONAL,154442,2,DHIMAM ABROR,Laki-Laki,12,43,42385
KOTA SURABAYA,MILA.jpeg,PARTAI AMANAT NASIONAL,153108,3,"MILA MACHMUDAH, S.SOS",Perempuan,12,43,42385
KOTA SURABAYA,LEO.jpeg,PARTAI AMANAT NASIONAL,82732,4,Dr. LEO HERLAMBANG,Laki-Laki,12,43,42385
KOTA SURABAYA,SUNAR.jpeg,PARTAI AMANAT NASIONAL,133324,5,Ir. SUNARTOYO,Laki-Laki,12,43,42385
KOTA SURABAYA,KUSKADIASTUTI.jpeg,PARTAI AMANAT NASIONAL,82942,6,"DRA. KUSKADIASTUTI, M.BA",Perempuan,12,43,42385
KOTA DEPOK,Foto Pak Yasin -Biru.jpg,PARTAI AMANAT NASIONAL,83416,7,"MUHAMMAD YASIN HISJAM, SE",Laki-Laki,12,43,42385
KOTA SURABAYA,FHOTO.JPG,PARTAI AMANAT NASIONAL,251965,8,"SURYA OKTIKANANDA, SKM, MSi",Laki-Laki,12,43,42385
SIDOARJO,LILY.jpg,PARTAI AMANAT NASIONAL,127947,9,LILY OKTAVIA,Perempuan,12,43,42385
KOTA DEPOK,GEBI.jpeg,PARTAI AMANAT NASIONAL,253610,10,GEBI KONITA D,Laki-Laki,12,43,42385
JAKARTA SELATAN,VERMASARI.jpg,PARTAI AMANAT NASIONAL,132167,1,DEBBY RHOMA IRAMA,Perempuan,12,44,42385
KOTA MEDAN,A.jpg,PARTAI AMANAT NASIONAL,129191,2,Ir. H. AMRI SIREGAR,Laki-Laki,12,44,42385
PURWAKARTA,cd.......jpg.jpg,PARTAI AMANAT NASIONAL,299280,3,"ALIA SUGIANTI, SE",Perempuan,12,44,42385
KOTA PASURUAN,MISRANTO.jpeg,PARTAI AMANAT NASIONAL,131578,4,"DR. MISRANTO, SH.,M.Hum",Laki-Laki,12,44,42385
JEMBER,FARID.jpeg,PARTAI AMANAT NASIONAL,296346,5,"H. ACHMAD CHAIRUL FARID, SE, SH, MH",Laki-Laki,12,44,42385
JAKARTA SELATAN,aaa.jpg,PARTAI AMANAT NASIONAL,279695,6,OSMIYATI AFARINDRA NURIFAI,Perempuan,12,44,42385
JAKARTA SELATAN,Pasphoto Kun Wardana Abyoto (1).jpg,PARTAI AMANAT NASIONAL,279774,7,"DR. IR. R KUN WARDANA, A. MT",Laki-Laki,12,44,42385
KOTA BEKASI,MYasinKara - 1A.jpg,PARTAI AMANAT NASIONAL,118699,1,"M. YASIN KARA, SE. MH",Laki-Laki,12,45,42385
KOTA SURABAYA,WhatsApp Image 2018-07-17 at 12.24.31 (1).jpeg,PARTAI AMANAT NASIONAL,253248,2,"NURHIDAYAT, IR., MM.",Laki-Laki,12,45,42385
KOTA BEKASI,100_8617 copy.jpg,PARTAI AMANAT NASIONAL,299736,3,"S. FENTY NUR, S.Kom",Perempuan,12,45,42385
BANYUWANGI,Warna 46__Budijono Djodymartono .jpg,PARTAI AMANAT NASIONAL,98357,4,"Ir. BUDIJONO DJODYMARTONO, SE., M.Ec.",Laki-Laki,12,45,42385
JAKARTA TIMUR,Capture.JPG,PARTAI AMANAT NASIONAL,299454,5,ANAH NURJANAH,Perempuan,12,45,42385
KOTA SURABAYA,DSC_0477 copy.jpg,PARTAI AMANAT NASIONAL,299887,6,"Dra. ENNY PURI RAHAYU, S.Pd., MH",Perempuan,12,45,42385
KOTA SURABAYA,FOTO.jpg,PARTAI AMANAT NASIONAL,299824,7,"H. SURYANTO AKA, SH.,MH",Laki-Laki,12,45,42385
BANYUWANGI,emilia contessa.JPG,PARTAI AMANAT NASIONAL,162841,1,EMILIA CONTESSA,Perempuan,12,46,42385
JEMBER,PHOTO.jpg,PARTAI AMANAT NASIONAL,299774,2,KH. ABDUL KOHAR MUZAKIR,Laki-Laki,12,46,42385
JAKARTA SELATAN,4 x 6.jpg,PARTAI AMANAT NASIONAL,256066,3,USAMAH AL HADAR,Laki-Laki,12,46,42385
JEMBER,WhatsApp Image 2018-07-15 at 22.23.18.jpeg,PARTAI AMANAT NASIONAL,98412,4,AHMAD AZZAM AL QOYYIMUDDIN,Laki-Laki,12,46,42385
SIDOARJO,Capture.JPG,PARTAI AMANAT NASIONAL,294906,5,AL KHUROTIN ELVIRA,Perempuan,12,46,42385
JAKARTA SELATAN,Capture.JPG,PARTAI AMANAT NASIONAL,294412,6,M. YUNUS,Laki-Laki,12,46,42385
KOTA SURABAYA,Capture.JPG,PARTAI AMANAT NASIONAL,299946,7,"HJ. SITI DJOEWARTRIS, Dra",Perempuan,12,46,42385
KOTA SURABAYA,Foto.jpg,PARTAI AMANAT NASIONAL,247301,8,"INDI NUROINI, SH., SHI",Laki-Laki,12,46,42385
KOTA YOGYAKARTA,Pasphoto 4x6 Warna.jpg,PARTAI AMANAT NASIONAL,36386,1,"H. TOTOK DARYANTO, SE",Laki-Laki,12,47,42385
KOTA SURABAYA,bg biru.jpg,PARTAI AMANAT NASIONAL,112222,2,"HJ. LILIK MUHARTI, SH. MH",Perempuan,12,47,42385
KOTA MALANG,WhatsApp Image 2018-07-27 at 05.51.13.jpeg,PARTAI AMANAT NASIONAL,232129,3,"MOH JAELANI, SH",Laki-Laki,12,47,42385
JAKARTA SELATAN,IMG_3981 copy.jpg,PARTAI AMANAT NASIONAL,129320,4,"MEYTHA NURANI, SKM, MScPH",Perempuan,12,47,42385
JAKARTA UTARA,IO.JPG,PARTAI AMANAT NASIONAL,299254,5,AHMAD MUHAMAD NUR,Laki-Laki,12,47,42385
SIDOARJO,unnamed.jpg,PARTAI AMANAT NASIONAL,228833,6,TYAGITA INDRASSWASTYA,Perempuan,12,47,42385
KOTA TANGERANG,4. FOTO.jpg,PARTAI AMANAT NASIONAL,119669,7,"ENDANG SRI SUKMAWATI, SE",Perempuan,12,47,42385
KOTA MALANG,img-725100144-001.jpg,PARTAI AMANAT NASIONAL,230543,8,"ZAINUL KHATIM, S.S, M.Pd",Laki-Laki,12,47,42385
JAKARTA TIMUR,4. PASFOTO ARS blue 4x6.jpg,PARTAI AMANAT NASIONAL,36211,1,"Ir. H. AHMAD RIZKI SADIG, M.Si",Laki-Laki,12,48,42385
BLITAR,WhatsApp Image 2018-07-30 at 09.22.06.jpeg,PARTAI AMANAT NASIONAL,181119,2,"NAJIB ZAKARIA, S.Kep. Ns",Laki-Laki,12,48,42385
JAKARTA PUSAT,WhatsApp Image 2018-07-30 at 09.44.21.jpeg,PARTAI AMANAT NASIONAL,180701,3,MAYYADA ALMASJHUR,Perempuan,12,48,42385
SIDOARJO,agus 2018.jpg,PARTAI AMANAT NASIONAL,163927,4,AGUS PRASTOWO,Laki-Laki,12,48,42385
KOTA SURABAYA,4. foto 4x6 berwarna - M Arief Tjahjono.JPG,PARTAI AMANAT NASIONAL,118592,5,MOCHAMAD ARIEF TJAHJONO,Laki-Laki,12,48,42385
JAKARTA TIMUR,4. FOTO BG BIRU YULIAN PUSPANDARI.jpg,PARTAI AMANAT NASIONAL,52758,6,YULIAN PUSPANDARI,Perempuan,12,48,42385
JAKARTA TIMUR,img-729081419-0001.jpg,PARTAI AMANAT NASIONAL,293916,7,ISA FIRDAUS,Laki-Laki,12,48,42385
KEDIRI,IMA.JPG,PARTAI AMANAT NASIONAL,162800,8,IMA WIDYAWATI,Perempuan,12,48,42385
KOTA SURABAYA,WhatsApp Image 2018-07-30 at 10.19.49.jpeg,PARTAI AMANAT NASIONAL,130324,9,"NAJMA AMIRA ABDULLAH, SH",Perempuan,12,48,42385
JAKARTA TIMUR,WhatsApp Image 2018-07-29 at 13.14.48.jpeg,PARTAI AMANAT NASIONAL,259508,1,ERIL ARIORISTANTO DARDAK,Laki-Laki,12,49,42385
MAGETAN,Capture.JPG,PARTAI AMANAT NASIONAL,251176,2,"H SUTIKNO, B. Sc",Laki-Laki,12,49,42385
MAGETAN,WhatsApp Image 2018-07-30 at 11.44.27(1).jpeg,PARTAI AMANAT NASIONAL,296339,3,LUSZY ROKHANA FATRIAWATI,Perempuan,12,49,42385
KOTA BEKASI,WhatsApp Image 2018-07-30 at 20.26.33.jpeg,PARTAI AMANAT NASIONAL,89572,4,"Ir. ARIS WIYONO SARDJONO, MM",Laki-Laki,12,49,42385
MAGETAN,WhatsApp Image 2018-07-30 at 11.44.27.jpeg,PARTAI AMANAT NASIONAL,296358,5,SUPRIADI,Laki-Laki,12,49,42385
KOTA SURABAYA,WhatsApp Image 2018-07-30 at 11.45.36.jpeg,PARTAI AMANAT NASIONAL,296380,6,ELYUSNITA OLIVIA,Perempuan,12,49,42385
KOTA TANGERANG SELATAN,WhatsApp Image 2018-07-30 at 20.22.27.jpeg,PARTAI AMANAT NASIONAL,130827,7,"AWALUDDIN MUCHTAR, SE MSi",Laki-Laki,12,49,42385
JAKARTA TIMUR,ENDANG  (1)0.jpg,PARTAI AMANAT NASIONAL,298744,8,ENDANG SETYOWATI,Perempuan,12,49,42385
JAKARTA SELATAN,Denada.jpg,PARTAI AMANAT NASIONAL,43765,1,DENADA,Perempuan,12,50,42385
KOTA KEDIRI,Abdul Hakim Bafagih.JPG,PARTAI AMANAT NASIONAL,61577,2,ABDUL HAKIM BAFAGIH,Laki-Laki,12,50,42385
JAKARTA TIMUR,Muntaha.jpg,PARTAI AMANAT NASIONAL,121915,3,"Drs. MUNTAHA, Apt.,MM",Laki-Laki,12,50,42385
JAKARTA SELATAN,Musfiroh S Badrie.jpg,PARTAI AMANAT NASIONAL,106309,4,"Dra. HJ. MUSFIROH S BADRIE, M.Si",Perempuan,12,50,42385
MOJOKERTO,Bambang Sutrisno.jpg,PARTAI AMANAT NASIONAL,143149,5,"Dr. BAMBANG SUTRISNO, SH, MH",Laki-Laki,12,50,42385
KOTA BEKASI,Achmad Roni.jpg,PARTAI AMANAT NASIONAL,147737,6,ACHMAD RONI,Laki-Laki,12,50,42385
KOTA TANGERANG SELATAN,Andik Trisdianto.jpg,PARTAI AMANAT NASIONAL,61740,7,ANDIK TRISDIANTO,Laki-Laki,12,50,42385
JAKARTA TIMUR,M. Ali Akbar.jpg,PARTAI AMANAT NASIONAL,148048,8,M ALI AKBAR,Laki-Laki,12,50,42385
KOTA DEPOK,Amalia Larasati.jpg,PARTAI AMANAT NASIONAL,68231,9,"AMALIA LARASATI, S.Pd. MM",Perempuan,12,50,42385
JAKARTA TIMUR,Yusuf Maladi.jpg,PARTAI AMANAT NASIONAL,117983,10,Ir. H. M. YUSUF MALADI,Laki-Laki,12,50,42385
KOTA SURABAYA,Agus Maimun.jpg,PARTAI AMANAT NASIONAL,43947,1,"AGUS MAIMUN, SE, M. HP",Laki-Laki,12,51,42385
BOJONEGORO,Bambang Budi Susanto.jpg,PARTAI AMANAT NASIONAL,62045,2,Ir. BAMBANG BUDI SUSANTO,Laki-Laki,12,51,42385
BOJONEGORO,Bekti Prastyani.JPG,PARTAI AMANAT NASIONAL,141678,3,"BEKTI PRASTYANI, SPd",Perempuan,12,51,42385
BOJONEGORO,"Drs. H.M. Zen Dahlan, M.Pd.jpg",PARTAI AMANAT NASIONAL,150211,4,"DRS. H. M. ZEN DAHLAN, M.Pd",Laki-Laki,12,51,42385
BOJONEGORO,Yuli Sholawati (2).jpg,PARTAI AMANAT NASIONAL,141852,5,YULI SHOLAWATI,Perempuan,12,51,42385
TUBAN,Romadlon.JPG,PARTAI AMANAT NASIONAL,142036,6,H. ROMADLON,Laki-Laki,12,51,42385
JAKARTA SELATAN,Viva Yoga.jpg,PARTAI AMANAT NASIONAL,29074,1,"H. VIVA YOGA MAULADI, M.Si",Laki-Laki,12,52,42385
KOTA SURABAYA,Zainuddin M.jpg,PARTAI AMANAT NASIONAL,43847,2,"Prof. Dr. ZAINUDDIN MALIKI, M.Si.",Laki-Laki,12,52,42385
KOTA SURABAYA,Ayu MK.jpg,PARTAI AMANAT NASIONAL,198457,3,"AYU M. KUSUMASTUTI, SE",Perempuan,12,52,42385
KOTA SURABAYA,Taufik G.jpg,PARTAI AMANAT NASIONAL,149745,4,M TAUFIK GANI,Laki-Laki,12,52,42385
GRESIK,Umi K.jpg,PARTAI AMANAT NASIONAL,62267,5,"UMI KHULSUM, SE",Perempuan,12,52,42385
KOTA TANGERANG SELATAN,Affan.jpg,PARTAI AMANAT NASIONAL,210108,6,R. AFFAN IBNU MUHARAM,Laki-Laki,12,52,42385
KOTA SURABAYA,Ach Rubaie.JPG,PARTAI AMANAT NASIONAL,20875,1,"Dr. ACH. RUBAIE, SH., MH",Laki-Laki,12,53,42385
JAKARTA UTARA,Abdullah Syaifuddin EDIT.jpg,PARTAI AMANAT NASIONAL,141441,2,ABDULLAH SYAIFUDDIN,Laki-Laki,12,53,42385
KOTA PONTIANAK,Hudzaifah.jpg,PARTAI AMANAT NASIONAL,141447,3,HJ. HUDZAIFAH MUSYAFFA,Perempuan,12,53,42385
SAMPANG,4x6 Biru.jpg,PARTAI AMANAT NASIONAL,63082,4,H. FANDI ACHMAD,Laki-Laki,12,53,42385
SAMPANG,Slamet Ariyadi.jpg,PARTAI AMANAT NASIONAL,293456,5,"SLAMET ARIYADI, S.Psi",Laki-Laki,12,53,42385
KOTA SURABAYA,Halimatus Sa'diyah.JPG,PARTAI AMANAT NASIONAL,141325,6,HALIMATUS SA'DIYAH,Perempuan,12,53,42385
GARUT,46biru.jpg,PARTAI AMANAT NASIONAL,141677,7,MA'MOL,Laki-Laki,12,53,42385
GRESIK,Ratna Diah Rahmawati.jpg,PARTAI AMANAT NASIONAL,105951,8,"RATNA DIAH RAHMAWATI, S.SOS",Perempuan,12,53,42385
KOTA BEKASI,IMG_1008 Putih copy.jpg,PARTAI AMANAT NASIONAL,84120,1,TB DEDY MI'ING GUMELAR,Laki-Laki,12,54,51578
ACEH BARAT DAYA,IMG_0017.jpg,PARTAI AMANAT NASIONAL,295574,2,"IMAM HUSSAIDA, S.T",Laki-Laki,12,54,51578
PANDEGLANG,Capture.JPG,PARTAI AMANAT NASIONAL,98305,3,"ENENG HUMAEROH, Spd.I.,MUd.",Perempuan,12,54,51578
KOTA TANGERANG,IMG_0046 copy.jpg,PARTAI AMANAT NASIONAL,296170,4,"ADI WICAKSONO, SE., ME",Laki-Laki,12,54,51578
KOTA CILEGON,WhatsApp Image 2018-07-30 at 16.06.16.jpeg,PARTAI AMANAT NASIONAL,296654,5,"RIKA RAHMAWATI, ST,. MT",Perempuan,12,54,51578
PANDEGLANG,Feqf.jpeg,PARTAI AMANAT NASIONAL,128859,6,"ADE MUSTAGFIRIN, S.E.sy",Laki-Laki,12,54,51578
KOTA SERANG,Capture.JPG,PARTAI AMANAT NASIONAL,45450,1,"H. YANDRI SUSANTO, S.Pt",Laki-Laki,12,55,51578
SERANG,indahwati.jpg,PARTAI AMANAT NASIONAL,84293,2,"HJ. INDAHWATI, S.Mn. MM",Perempuan,12,55,51578
KOTA CILEGON,Capture.JPG,PARTAI AMANAT NASIONAL,84265,3,"H. ROSYID HAERUDIN, SP, MM",Laki-Laki,12,55,51578
KOTA CILEGON,Capture.JPG,PARTAI AMANAT NASIONAL,170993,4,"Ir. H. SYAFROL MAKMUR, M.Pd.I.",Laki-Laki,12,55,51578
SERANG,Capture.JPG,PARTAI AMANAT NASIONAL,243104,5,"RATU MINHERYATI, SE",Perempuan,12,55,51578
JAKARTA TIMUR,Capture.JPG,PARTAI AMANAT NASIONAL,84207,6,"H. SUPRIYONO, S.KOM",Laki-Laki,12,55,51578
TANGERANG,Capture.JPG,PARTAI AMANAT NASIONAL,39596,1,M. ALI TAHER,Laki-Laki,12,56,51578
JAKARTA SELATAN,WhatsApp Image 2018-07-15 at 10.24.17.jpeg,PARTAI AMANAT NASIONAL,131045,2,"YASMIN MUNTAZ, SH., MH.",Perempuan,12,56,51578
TANGERANG,1.JPG,PARTAI AMANAT NASIONAL,138373,3,"H. MUHAMMAD RIZAL, SH, M.Si",Laki-Laki,12,56,51578
KOTA TANGERANG,IR_4X6-[Colour].jpg,PARTAI AMANAT NASIONAL,84397,4,IWAN ROBERTO,Laki-Laki,12,56,51578
KOTA TANGERANG SELATAN,Capture.JPG,PARTAI AMANAT NASIONAL,144633,5,SIRAJ EL MUNIR BUSTAMI,Laki-Laki,12,56,51578
KOTA TANGERANG SELATAN,4x6.jpg,PARTAI AMANAT NASIONAL,91382,6,Ir. TANTY PUPTI,Perempuan,12,56,51578
JAKARTA TIMUR,PAK SAYUTI.JPG,PARTAI AMANAT NASIONAL,138715,7,Ir. SAYUTI ASYATHRI,Laki-Laki,12,56,51578
KOTA TANGERANG SELATAN,DSC_6616pp.jpg,PARTAI AMANAT NASIONAL,137167,8,HJ. MIKE S. HERAWATI,Perempuan,12,56,51578
KOTA TANGERANG,muallim.jpg,PARTAI AMANAT NASIONAL,84333,9,"H. MUALLIM SYUIB, SH, MH",Laki-Laki,12,56,51578
JAKARTA SELATAN,ISMAIL.JPG,PARTAI AMANAT NASIONAL,245306,10,"H. ISMAIL, SH.",Laki-Laki,12,56,51578
KOTA MADIUN,4x6.JPG,PARTAI AMANAT NASIONAL,235065,1,KHAIRUL FAHMI,Laki-Laki,12,57,53241
BADUNG,WhatsApp Image 2018-07-30 at 21.03.42.jpeg,PARTAI AMANAT NASIONAL,188607,2,MUHAMMAD ZAINI,Laki-Laki,12,57,53241
JAKARTA TIMUR,WhatsApp Image 2018-07-30 at 21.00.20.jpeg,PARTAI AMANAT NASIONAL,255469,3,KHUSNAINI SAFITRI,Perempuan,12,57,53241
KOTA TANGERANG SELATAN,WhatsApp Image 2018-07-31 at 02.51.44.jpeg,PARTAI AMANAT NASIONAL,192301,4,IWAN SATRIAWAN,Laki-Laki,12,57,53241
JAKARTA SELATAN,8 (3x).jpg,PARTAI AMANAT NASIONAL,296343,5,AGUS WIDODO,Laki-Laki,12,57,53241
KOTA DEPOK,std2.jpg,PARTAI AMANAT NASIONAL,298930,6,SRI WULAN RAMADHANI,Perempuan,12,57,53241
KOTA SALATIGA,NGATEMIN2.jpg,PARTAI AMANAT NASIONAL,302568,7,"NGATEMIN, S.TP",Laki-Laki,12,57,53241
KOTA DEPOK,std a.jpg,PARTAI AMANAT NASIONAL,299058,8,"FAUDHINIA ADINDA PURBARANI, SH",Perempuan,12,57,53241
JAKARTA PUSAT,6.a. Foto Latar Putih.JPG,PARTAI AMANAT NASIONAL,298532,9,"MUSTARI MANGKAUK PUTRA, S.Fil.I.",Laki-Laki,12,57,53241
JAKARTA SELATAN,4x6.jpg,PARTAI AMANAT NASIONAL,20561,1,"H. MUHAMMAD SYAFRUDIN, ST, MM",Laki-Laki,12,58,54020
SUMBAWA,RODIYAH.JPG,PARTAI AMANAT NASIONAL,93434,2,DRA. RODIYAH,Perempuan,12,58,54020
SUMBAWA BARAT,IMG20180321102525.jpg,PARTAI AMANAT NASIONAL,255877,3,"Ir. H. JHONI HARTONO, M. Sc.",Laki-Laki,12,58,54020
KOTA MATARAM,WhatsApp Image 2018-07-24 at 10.07.42 PM.jpeg,PARTAI AMANAT NASIONAL,197057,1,"H. M. MUAZZIM AKBAR, S.IP",Laki-Laki,12,59,54020
LOMBOK TENGAH,DSC_0031 copy.jpg,PARTAI AMANAT NASIONAL,116504,2,"H. LALU SUPRAYATNO, SH, MBA., MM",Laki-Laki,12,59,54020
LOMBOK BARAT,PHOTO DITA.JPG,PARTAI AMANAT NASIONAL,115944,3,"DITA OKTAMASYA PUTRI, A. Md",Perempuan,12,59,54020
JAKARTA UTARA,PASFOTO PAK TOMMY BERJAS PAN.jpg,PARTAI AMANAT NASIONAL,245359,4,"TOMMY ADRIAN FIRMAN, S.H.I",Laki-Laki,12,59,54020
KOTA MATARAM,WhatsApp Image 2018-07-29 at 13.51.20.jpeg,PARTAI AMANAT NASIONAL,121581,5,H. SUBUHUNNURI,Laki-Laki,12,59,54020
KOTA MATARAM,IMG_9119 copy.jpg,PARTAI AMANAT NASIONAL,116243,6,"NADYA ALFI SAHRINA, A. Md",Perempuan,12,59,54020
KOTA MATARAM,WhatsApp Image 2018-07-30 at 7.39.14 PM.jpeg,PARTAI AMANAT NASIONAL,115586,7,KUNTI TRI PERTIWI,Perempuan,12,59,54020
JAKARTA SELATAN,IMG_3825 copy46.jpg,PARTAI AMANAT NASIONAL,227162,8,FICKY RHOMA IRAMA,Laki-Laki,12,59,54020
KOTA YOGYAKARTA,AYO BARU.jpeg,PARTAI AMANAT NASIONAL,20194,1,"AHMAD YOHAN, M.Si",Laki-Laki,12,60,55065
KOTA DEPOK,"4. FOTO  RONSIANUS B DAUR, SE, BKP.jpg",PARTAI AMANAT NASIONAL,181642,2,"RONSIANUS B. DAUR, SE.,BKP",Laki-Laki,12,60,55065
ENDE,DSC_0005.JPG,PARTAI AMANAT NASIONAL,193321,3,YEYEN YUNIZAR AMBUWARU,Perempuan,12,60,55065
MANGGARAI,4. fix.JPG,PARTAI AMANAT NASIONAL,103951,4,"Drs. ANTONY BAGUL DAGUR, M.Si",Laki-Laki,12,60,55065
MANGGARAI,4R.jpg,PARTAI AMANAT NASIONAL,193459,5,DRS. CHRISTIAN ROTOK,Laki-Laki,12,60,55065
BANYUMAS,null,PARTAI AMANAT NASIONAL,303439,6,AZIZATUL MILLAH,Perempuan,12,60,55065
KOTA KUPANG,"Pas Foto 4x6, 4R dan 5R Latar Putih.jpg",PARTAI AMANAT NASIONAL,178344,1,AWANG NOTOPRAWIRO,Laki-Laki,12,61,55065
TIMOR TENGAH SELATAN,WhatsApp Image 2018-07-31 at 02.24.44(1).jpeg,PARTAI AMANAT NASIONAL,296334,2,YUNITA DIANA GA,Perempuan,12,61,55065
SUMBA BARAT,WhatsApp Image 2018-07-27 at 07.49.02.jpeg,PARTAI AMANAT NASIONAL,251682,3,"DANIEL UMBU DANDAR, SH",Laki-Laki,12,61,55065
TIMOR TENGAH SELATAN,24 PK ALFRED.JPG,PARTAI AMANAT NASIONAL,192723,4,"ALFRED BAUN, SH",Laki-Laki,12,61,55065
SUMBA BARAT DAYA,WhatsApp Image 2018-08-05 at 12.08.05.jpeg,PARTAI AMANAT NASIONAL,251787,5,"ERVINA KAKA, S. Pd",Perempuan,12,61,55065
KOTA DEPOK,CEMERLANG-240 xa.jpg,PARTAI AMANAT NASIONAL,192514,6,ALOYSIUS ABI,Laki-Laki,12,61,55065
KOTA DENPASAR,DSC_0046Ga.jpg,PARTAI AMANAT NASIONAL,121633,7,"MARIA JOSEFA BETE, Amd.keu",Perempuan,12,61,55065
KETAPANG,PAS PHOTO.JPG,PARTAI AMANAT NASIONAL,118647,1,"H. BOYMAN HARUN, SH",Laki-Laki,12,62,58285
KOTA PONTIANAK,Merah-Naufal.JPG,PARTAI AMANAT NASIONAL,115911,2,"NOFAL NOFIENDRA, SH",Laki-Laki,12,62,58285
KOTA PONTIANAK,PAS PHOTO.jpg,PARTAI AMANAT NASIONAL,81860,3,"MARIANI, S.Hut",Perempuan,12,62,58285
JAKARTA SELATAN,PAS PHOTO.jpeg,PARTAI AMANAT NASIONAL,243816,4,"SUKENDRO DARMANTO, SE",Laki-Laki,12,62,58285
KOTA PONTIANAK,DSC_6683 latar putih.jpg,PARTAI AMANAT NASIONAL,82298,5,"MASLUHI, SH., MH",Laki-Laki,12,62,58285
KUBU RAYA,DSC_0034.JPG,PARTAI AMANAT NASIONAL,81712,6,RENA WARTI,Perempuan,12,62,58285
KUBU RAYA,PHOTO.JPG,PARTAI AMANAT NASIONAL,82059,7,"MARIANA, A.Ma.Pust",Perempuan,12,62,58285
SAMBAS,aaa.jpg,PARTAI AMANAT NASIONAL,51302,8,"H. GUNTUR, SP., MM",Laki-Laki,12,62,58285
JAKARTA SELATAN,DSC_5150.JPG,PARTAI AMANAT NASIONAL,135705,1,"H. SUKIMAN, S.Pd., MM",Laki-Laki,12,63,58285
SANGGAU,DEASY ANGGELA putih.jpg,PARTAI AMANAT NASIONAL,68416,2,DEASY ANGGELLA,Perempuan,12,63,58285
KOTA PONTIANAK,PAS PHOTO.jpg,PARTAI AMANAT NASIONAL,210607,3,SURIANTO,Laki-Laki,12,63,58285
KOTA PONTIANAK,PAS PHOTO.JPG,PARTAI AMANAT NASIONAL,68131,4,"NOVI DIAH ULVI, S.Pd.I",Perempuan,12,63,58285
SERUYAN,darwan ali.jpg,PARTAI AMANAT NASIONAL,84586,1,H. DARWAN ALI,Laki-Laki,12,64,60371
KOTA PALANGKARAYA,Muhammad Syauqie.jpeg,PARTAI AMANAT NASIONAL,84571,2,MUHAMMAD SYAUQIE,Laki-Laki,12,64,60371
LAMANDAU,Sata Umani.jpg,PARTAI AMANAT NASIONAL,196949,3,SATA UMANI,Perempuan,12,64,60371
KOTA PALANGKARAYA,Bias Layar.JPG,PARTAI AMANAT NASIONAL,104909,4,"BIAS LAYAR, SH",Laki-Laki,12,64,60371
