namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin
JAKARTA TIMUR,WhatsApp Image 2018-07-29 at 13.14.48.jpeg,PARTAI AMANAT NASIONAL,259508,1,ERIL ARIORISTANTO DARDAK,Laki-Laki
MAGETAN,Capture.JPG,PARTAI AMANAT NASIONAL,251176,2,"H SUTIKNO, B. Sc",Laki-Laki
MAGETAN,WhatsApp Image 2018-07-30 at 11.44.27(1).jpeg,PARTAI AMANAT NASIONAL,296339,3,LUSZY ROKHANA FATRIAWATI,Perempuan
KOTA BEKASI,WhatsApp Image 2018-07-30 at 20.26.33.jpeg,PARTAI AMANAT NASIONAL,89572,4,"Ir. ARIS WIYONO SARDJONO, MM",Laki-Laki
MAGETAN,WhatsApp Image 2018-07-30 at 11.44.27.jpeg,PARTAI AMANAT NASIONAL,296358,5,SUPRIADI,Laki-Laki
KOTA SURABAYA,WhatsApp Image 2018-07-30 at 11.45.36.jpeg,PARTAI AMANAT NASIONAL,296380,6,ELYUSNITA OLIVIA,Perempuan
KOTA TANGERANG SELATAN,WhatsApp Image 2018-07-30 at 20.22.27.jpeg,PARTAI AMANAT NASIONAL,130827,7,"AWALUDDIN MUCHTAR, SE MSi",Laki-Laki
JAKARTA TIMUR,ENDANG  (1)0.jpg,PARTAI AMANAT NASIONAL,298744,8,ENDANG SETYOWATI,Perempuan
JAKARTA SELATAN,Denada.jpg,PARTAI AMANAT NASIONAL,43765,1,DENADA,Perempuan
KOTA KEDIRI,Abdul Hakim Bafagih.JPG,PARTAI AMANAT NASIONAL,61577,2,ABDUL HAKIM BAFAGIH,Laki-Laki
JAKARTA TIMUR,Muntaha.jpg,PARTAI AMANAT NASIONAL,121915,3,"Drs. MUNTAHA, Apt.,MM",Laki-Laki
JAKARTA SELATAN,Musfiroh S Badrie.jpg,PARTAI AMANAT NASIONAL,106309,4,"Dra. HJ. MUSFIROH S BADRIE, M.Si",Perempuan
MOJOKERTO,Bambang Sutrisno.jpg,PARTAI AMANAT NASIONAL,143149,5,"Dr. BAMBANG SUTRISNO, SH, MH",Laki-Laki
KOTA BEKASI,Achmad Roni.jpg,PARTAI AMANAT NASIONAL,147737,6,ACHMAD RONI,Laki-Laki
KOTA TANGERANG SELATAN,Andik Trisdianto.jpg,PARTAI AMANAT NASIONAL,61740,7,ANDIK TRISDIANTO,Laki-Laki
JAKARTA TIMUR,M. Ali Akbar.jpg,PARTAI AMANAT NASIONAL,148048,8,M ALI AKBAR,Laki-Laki
KOTA DEPOK,Amalia Larasati.jpg,PARTAI AMANAT NASIONAL,68231,9,"AMALIA LARASATI, S.Pd. MM",Perempuan
JAKARTA TIMUR,Yusuf Maladi.jpg,PARTAI AMANAT NASIONAL,117983,10,Ir. H. M. YUSUF MALADI,Laki-Laki
KOTA SURABAYA,Agus Maimun.jpg,PARTAI AMANAT NASIONAL,43947,1,"AGUS MAIMUN, SE, M. HP",Laki-Laki
BOJONEGORO,Bambang Budi Susanto.jpg,PARTAI AMANAT NASIONAL,62045,2,Ir. BAMBANG BUDI SUSANTO,Laki-Laki
BOJONEGORO,Bekti Prastyani.JPG,PARTAI AMANAT NASIONAL,141678,3,"BEKTI PRASTYANI, SPd",Perempuan
BOJONEGORO,"Drs. H.M. Zen Dahlan, M.Pd.jpg",PARTAI AMANAT NASIONAL,150211,4,"DRS. H. M. ZEN DAHLAN, M.Pd",Laki-Laki
BOJONEGORO,Yuli Sholawati (2).jpg,PARTAI AMANAT NASIONAL,141852,5,YULI SHOLAWATI,Perempuan
TUBAN,Romadlon.JPG,PARTAI AMANAT NASIONAL,142036,6,H. ROMADLON,Laki-Laki
JAKARTA SELATAN,Viva Yoga.jpg,PARTAI AMANAT NASIONAL,29074,1,"H. VIVA YOGA MAULADI, M.Si",Laki-Laki
KOTA SURABAYA,Zainuddin M.jpg,PARTAI AMANAT NASIONAL,43847,2,"Prof. Dr. ZAINUDDIN MALIKI, M.Si.",Laki-Laki
KOTA SURABAYA,Ayu MK.jpg,PARTAI AMANAT NASIONAL,198457,3,"AYU M. KUSUMASTUTI, SE",Perempuan
KOTA SURABAYA,Taufik G.jpg,PARTAI AMANAT NASIONAL,149745,4,M TAUFIK GANI,Laki-Laki
GRESIK,Umi K.jpg,PARTAI AMANAT NASIONAL,62267,5,"UMI KHULSUM, SE",Perempuan
KOTA TANGERANG SELATAN,Affan.jpg,PARTAI AMANAT NASIONAL,210108,6,R. AFFAN IBNU MUHARAM,Laki-Laki
KOTA SURABAYA,Ach Rubaie.JPG,PARTAI AMANAT NASIONAL,20875,1,"Dr. ACH. RUBAIE, SH., MH",Laki-Laki
JAKARTA UTARA,Abdullah Syaifuddin EDIT.jpg,PARTAI AMANAT NASIONAL,141441,2,ABDULLAH SYAIFUDDIN,Laki-Laki
KOTA PONTIANAK,Hudzaifah.jpg,PARTAI AMANAT NASIONAL,141447,3,HJ. HUDZAIFAH MUSYAFFA,Perempuan
SAMPANG,4x6 Biru.jpg,PARTAI AMANAT NASIONAL,63082,4,H. FANDI ACHMAD,Laki-Laki
SAMPANG,Slamet Ariyadi.jpg,PARTAI AMANAT NASIONAL,293456,5,"SLAMET ARIYADI, S.Psi",Laki-Laki
KOTA SURABAYA,Halimatus Sa'diyah.JPG,PARTAI AMANAT NASIONAL,141325,6,HALIMATUS SA'DIYAH,Perempuan
GARUT,46biru.jpg,PARTAI AMANAT NASIONAL,141677,7,MA'MOL,Laki-Laki
GRESIK,Ratna Diah Rahmawati.jpg,PARTAI AMANAT NASIONAL,105951,8,"RATNA DIAH RAHMAWATI, S.SOS",Perempuan
KOTA BEKASI,IMG_1008 Putih copy.jpg,PARTAI AMANAT NASIONAL,84120,1,TB DEDY MI'ING GUMELAR,Laki-Laki
ACEH BARAT DAYA,IMG_0017.jpg,PARTAI AMANAT NASIONAL,295574,2,"IMAM HUSSAIDA, S.T",Laki-Laki
PANDEGLANG,Capture.JPG,PARTAI AMANAT NASIONAL,98305,3,"ENENG HUMAEROH, Spd.I.,MUd.",Perempuan
KOTA TANGERANG,IMG_0046 copy.jpg,PARTAI AMANAT NASIONAL,296170,4,"ADI WICAKSONO, SE., ME",Laki-Laki
KOTA CILEGON,WhatsApp Image 2018-07-30 at 16.06.16.jpeg,PARTAI AMANAT NASIONAL,296654,5,"RIKA RAHMAWATI, ST,. MT",Perempuan
PANDEGLANG,Feqf.jpeg,PARTAI AMANAT NASIONAL,128859,6,"ADE MUSTAGFIRIN, S.E.sy",Laki-Laki
KOTA SERANG,Capture.JPG,PARTAI AMANAT NASIONAL,45450,1,"H. YANDRI SUSANTO, S.Pt",Laki-Laki
SERANG,indahwati.jpg,PARTAI AMANAT NASIONAL,84293,2,"HJ. INDAHWATI, S.Mn. MM",Perempuan
KOTA CILEGON,Capture.JPG,PARTAI AMANAT NASIONAL,84265,3,"H. ROSYID HAERUDIN, SP, MM",Laki-Laki
KOTA CILEGON,Capture.JPG,PARTAI AMANAT NASIONAL,170993,4,"Ir. H. SYAFROL MAKMUR, M.Pd.I.",Laki-Laki
SERANG,Capture.JPG,PARTAI AMANAT NASIONAL,243104,5,"RATU MINHERYATI, SE",Perempuan
JAKARTA TIMUR,Capture.JPG,PARTAI AMANAT NASIONAL,84207,6,"H. SUPRIYONO, S.KOM",Laki-Laki
TANGERANG,Capture.JPG,PARTAI AMANAT NASIONAL,39596,1,M. ALI TAHER,Laki-Laki
JAKARTA SELATAN,WhatsApp Image 2018-07-15 at 10.24.17.jpeg,PARTAI AMANAT NASIONAL,131045,2,"YASMIN MUNTAZ, SH., MH.",Perempuan
TANGERANG,1.JPG,PARTAI AMANAT NASIONAL,138373,3,"H. MUHAMMAD RIZAL, SH, M.Si",Laki-Laki
KOTA TANGERANG,IR_4X6-[Colour].jpg,PARTAI AMANAT NASIONAL,84397,4,IWAN ROBERTO,Laki-Laki
KOTA TANGERANG SELATAN,Capture.JPG,PARTAI AMANAT NASIONAL,144633,5,SIRAJ EL MUNIR BUSTAMI,Laki-Laki
KOTA TANGERANG SELATAN,4x6.jpg,PARTAI AMANAT NASIONAL,91382,6,Ir. TANTY PUPTI,Perempuan
JAKARTA TIMUR,PAK SAYUTI.JPG,PARTAI AMANAT NASIONAL,138715,7,Ir. SAYUTI ASYATHRI,Laki-Laki
KOTA TANGERANG SELATAN,DSC_6616pp.jpg,PARTAI AMANAT NASIONAL,137167,8,HJ. MIKE S. HERAWATI,Perempuan
KOTA TANGERANG,muallim.jpg,PARTAI AMANAT NASIONAL,84333,9,"H. MUALLIM SYUIB, SH, MH",Laki-Laki
JAKARTA SELATAN,ISMAIL.JPG,PARTAI AMANAT NASIONAL,245306,10,"H. ISMAIL, SH.",Laki-Laki
KOTA MADIUN,4x6.JPG,PARTAI AMANAT NASIONAL,235065,1,KHAIRUL FAHMI,Laki-Laki
BADUNG,WhatsApp Image 2018-07-30 at 21.03.42.jpeg,PARTAI AMANAT NASIONAL,188607,2,MUHAMMAD ZAINI,Laki-Laki
JAKARTA TIMUR,WhatsApp Image 2018-07-30 at 21.00.20.jpeg,PARTAI AMANAT NASIONAL,255469,3,KHUSNAINI SAFITRI,Perempuan
KOTA TANGERANG SELATAN,WhatsApp Image 2018-07-31 at 02.51.44.jpeg,PARTAI AMANAT NASIONAL,192301,4,IWAN SATRIAWAN,Laki-Laki
JAKARTA SELATAN,8 (3x).jpg,PARTAI AMANAT NASIONAL,296343,5,AGUS WIDODO,Laki-Laki
KOTA DEPOK,std2.jpg,PARTAI AMANAT NASIONAL,298930,6,SRI WULAN RAMADHANI,Perempuan
KOTA SALATIGA,NGATEMIN2.jpg,PARTAI AMANAT NASIONAL,302568,7,"NGATEMIN, S.TP",Laki-Laki
KOTA DEPOK,std a.jpg,PARTAI AMANAT NASIONAL,299058,8,"FAUDHINIA ADINDA PURBARANI, SH",Perempuan
JAKARTA PUSAT,6.a. Foto Latar Putih.JPG,PARTAI AMANAT NASIONAL,298532,9,"MUSTARI MANGKAUK PUTRA, S.Fil.I.",Laki-Laki
JAKARTA SELATAN,4x6.jpg,PARTAI AMANAT NASIONAL,20561,1,"H. MUHAMMAD SYAFRUDIN, ST, MM",Laki-Laki
SUMBAWA,RODIYAH.JPG,PARTAI AMANAT NASIONAL,93434,2,DRA. RODIYAH,Perempuan
SUMBAWA BARAT,IMG20180321102525.jpg,PARTAI AMANAT NASIONAL,255877,3,"Ir. H. JHONI HARTONO, M. Sc.",Laki-Laki
KOTA MATARAM,WhatsApp Image 2018-07-24 at 10.07.42 PM.jpeg,PARTAI AMANAT NASIONAL,197057,1,"H. M. MUAZZIM AKBAR, S.IP",Laki-Laki
LOMBOK TENGAH,DSC_0031 copy.jpg,PARTAI AMANAT NASIONAL,116504,2,"H. LALU SUPRAYATNO, SH, MBA., MM",Laki-Laki
LOMBOK BARAT,PHOTO DITA.JPG,PARTAI AMANAT NASIONAL,115944,3,"DITA OKTAMASYA PUTRI, A. Md",Perempuan
JAKARTA UTARA,PASFOTO PAK TOMMY BERJAS PAN.jpg,PARTAI AMANAT NASIONAL,245359,4,"TOMMY ADRIAN FIRMAN, S.H.I",Laki-Laki
KOTA MATARAM,WhatsApp Image 2018-07-29 at 13.51.20.jpeg,PARTAI AMANAT NASIONAL,121581,5,H. SUBUHUNNURI,Laki-Laki
KOTA MATARAM,IMG_9119 copy.jpg,PARTAI AMANAT NASIONAL,116243,6,"NADYA ALFI SAHRINA, A. Md",Perempuan
KOTA MATARAM,WhatsApp Image 2018-07-30 at 7.39.14 PM.jpeg,PARTAI AMANAT NASIONAL,115586,7,KUNTI TRI PERTIWI,Perempuan
JAKARTA SELATAN,IMG_3825 copy46.jpg,PARTAI AMANAT NASIONAL,227162,8,FICKY RHOMA IRAMA,Laki-Laki
KOTA YOGYAKARTA,AYO BARU.jpeg,PARTAI AMANAT NASIONAL,20194,1,"AHMAD YOHAN, M.Si",Laki-Laki
KOTA DEPOK,"4. FOTO  RONSIANUS B DAUR, SE, BKP.jpg",PARTAI AMANAT NASIONAL,181642,2,"RONSIANUS B. DAUR, SE.,BKP",Laki-Laki
ENDE,DSC_0005.JPG,PARTAI AMANAT NASIONAL,193321,3,YEYEN YUNIZAR AMBUWARU,Perempuan
MANGGARAI,4. fix.JPG,PARTAI AMANAT NASIONAL,103951,4,"Drs. ANTONY BAGUL DAGUR, M.Si",Laki-Laki
MANGGARAI,4R.jpg,PARTAI AMANAT NASIONAL,193459,5,DRS. CHRISTIAN ROTOK,Laki-Laki
BANYUMAS,PARTAI AMANAT NASIONAL,303439,6,AZIZATUL MILLAH,Perempuan
KOTA KUPANG,"Pas Foto 4x6, 4R dan 5R Latar Putih.jpg",PARTAI AMANAT NASIONAL,178344,1,AWANG NOTOPRAWIRO,Laki-Laki
TIMOR TENGAH SELATAN,WhatsApp Image 2018-07-31 at 02.24.44(1).jpeg,PARTAI AMANAT NASIONAL,296334,2,YUNITA DIANA GA,Perempuan
SUMBA BARAT,WhatsApp Image 2018-07-27 at 07.49.02.jpeg,PARTAI AMANAT NASIONAL,251682,3,"DANIEL UMBU DANDAR, SH",Laki-Laki
TIMOR TENGAH SELATAN,24 PK ALFRED.JPG,PARTAI AMANAT NASIONAL,192723,4,"ALFRED BAUN, SH",Laki-Laki
SUMBA BARAT DAYA,WhatsApp Image 2018-08-05 at 12.08.05.jpeg,PARTAI AMANAT NASIONAL,251787,5,"ERVINA KAKA, S. Pd",Perempuan
KOTA DEPOK,CEMERLANG-240 xa.jpg,PARTAI AMANAT NASIONAL,192514,6,ALOYSIUS ABI,Laki-Laki
KOTA DENPASAR,DSC_0046Ga.jpg,PARTAI AMANAT NASIONAL,121633,7,"MARIA JOSEFA BETE, Amd.keu",Perempuan
KETAPANG,PAS PHOTO.JPG,PARTAI AMANAT NASIONAL,118647,1,"H. BOYMAN HARUN, SH",Laki-Laki
KOTA PONTIANAK,Merah-Naufal.JPG,PARTAI AMANAT NASIONAL,115911,2,"NOFAL NOFIENDRA, SH",Laki-Laki
KOTA PONTIANAK,PAS PHOTO.jpg,PARTAI AMANAT NASIONAL,81860,3,"MARIANI, S.Hut",Perempuan
JAKARTA SELATAN,PAS PHOTO.jpeg,PARTAI AMANAT NASIONAL,243816,4,"SUKENDRO DARMANTO, SE",Laki-Laki
KOTA PONTIANAK,DSC_6683 latar putih.jpg,PARTAI AMANAT NASIONAL,82298,5,"MASLUHI, SH., MH",Laki-Laki
KUBU RAYA,DSC_0034.JPG,PARTAI AMANAT NASIONAL,81712,6,RENA WARTI,Perempuan
KUBU RAYA,PHOTO.JPG,PARTAI AMANAT NASIONAL,82059,7,"MARIANA, A.Ma.Pust",Perempuan
SAMBAS,aaa.jpg,PARTAI AMANAT NASIONAL,51302,8,"H. GUNTUR, SP., MM",Laki-Laki
JAKARTA SELATAN,DSC_5150.JPG,PARTAI AMANAT NASIONAL,135705,1,"H. SUKIMAN, S.Pd., MM",Laki-Laki
SANGGAU,DEASY ANGGELA putih.jpg,PARTAI AMANAT NASIONAL,68416,2,DEASY ANGGELLA,Perempuan
KOTA PONTIANAK,PAS PHOTO.jpg,PARTAI AMANAT NASIONAL,210607,3,SURIANTO,Laki-Laki
KOTA PONTIANAK,PAS PHOTO.JPG,PARTAI AMANAT NASIONAL,68131,4,"NOVI DIAH ULVI, S.Pd.I",Perempuan
SERUYAN,darwan ali.jpg,PARTAI AMANAT NASIONAL,84586,1,H. DARWAN ALI,Laki-Laki
KOTA PALANGKARAYA,Muhammad Syauqie.jpeg,PARTAI AMANAT NASIONAL,84571,2,MUHAMMAD SYAUQIE,Laki-Laki
LAMANDAU,Sata Umani.jpg,PARTAI AMANAT NASIONAL,196949,3,SATA UMANI,Perempuan
KOTA PALANGKARAYA,Bias Layar.JPG,PARTAI AMANAT NASIONAL,104909,4,"BIAS LAYAR, SH",Laki-Laki
KOTAWARINGIN TIMUR,Kodratullah Fakhlevi.JPG,PARTAI AMANAT NASIONAL,293359,5,"MUHAMMAD KODRATULLAH FAKHLEVI, S.Pd",Laki-Laki
KOTA PALANGKARAYA,Eny Riny.jpeg,PARTAI AMANAT NASIONAL,102326,6,"ENY RINY, SE",Perempuan
BANJAR,Capture.JPG,PARTAI AMANAT NASIONAL,250103,1,PANGERAN KHAIRUL SALEH,Laki-Laki
KOTA TANGERANG SELATAN,IMG-20180714-WA0028.jpg,PARTAI AMANAT NASIONAL,203664,2,"HJ. LENI RAHAYU, SE.",Perempuan
JAKARTA SELATAN,HABIB HASYIM.jpg,PARTAI AMANAT NASIONAL,98664,3,HABIB HASYIM ARSAL ALHABSI,Laki-Laki
KOTA BANJARMASIN,4x6putih.jpg,PARTAI AMANAT NASIONAL,188487,4,JAHRATUN NISYA,Perempuan
KOTA BANJARMASIN,Foto H. Ansari-min.jpg,PARTAI AMANAT NASIONAL,164342,5,"H. ANSARI, SE",Laki-Laki
KOTA BANJARMASIN,RAHMAN 1-min.jpg,PARTAI AMANAT NASIONAL,164980,6,H. NUR RAHMAN,Laki-Laki
KOTA BANJARMASIN,H. Muhidin-min.jpg,PARTAI AMANAT NASIONAL,165068,1,H. MUHIDIN,Laki-Laki
KOTA TANGERANG SELATAN,WhatsApp Image 2018-07-26 at 12.12.26.jpeg,PARTAI AMANAT NASIONAL,98486,2,"ZAIFUL ASWAT, SH., M.Kn",Laki-Laki
KOTA BANJARMASIN,Fhoto Hj. Ann Fauzia-min.jpg,PARTAI AMANAT NASIONAL,165222,3,"Hj. ANN FAUZIA RENNY, SE",Perempuan
KOTA BANJARBARU,12. Fhoto.jpg,PARTAI AMANAT NASIONAL,178304,4,"IDA RAYANTINI. A, SE",Perempuan
KOTA BANJARMASIN,11. A.R.Rezekian Noor.jpg,PARTAI AMANAT NASIONAL,164121,5,A.R. REZEKIAN NOOR,Laki-Laki
KOTA SAMARINDA,11. foto 4x6.jpg,PARTAI AMANAT NASIONAL,120892,1,"NOR BAITI ISRAN NOOR, SH",Perempuan
KOTA SAMARINDA,darlis.jpg,PARTAI AMANAT NASIONAL,114510,2,"H. MUHAMMAD DARLIS, S. Hut., M.Si",Laki-Laki
JAKARTA BARAT,index.jpg,PARTAI AMANAT NASIONAL,104102,3,"H. ERWIN IZHARUDDIN, SE",Laki-Laki
KOTA SAMARINDA,WhatsApp Image 2018-07-04 at 13.54.04.jpeg,PARTAI AMANAT NASIONAL,129310,4,YUSI ANANDA,Laki-Laki
KOTA SAMARINDA,elviana gaffar.jpg,PARTAI AMANAT NASIONAL,185275,5,"Ir. ELVYANI NH. GAFFAR, M.Si",Perempuan
KOTA SAMARINDA,musyahrim.jpg,PARTAI AMANAT NASIONAL,120664,6,MUSYAHRIM,Laki-Laki
CIANJUR,nata.jpg,PARTAI AMANAT NASIONAL,142461,7,DRA. AJI NURUL FARISYAH NATA,Perempuan
KOTA SAMARINDA,WhatsApp Image 2018-07-29 at 13.44.29.jpeg,PARTAI AMANAT NASIONAL,281199,8,MUHAMMAD ASSAGAF,Laki-Laki
KOTA DEPOK,dedol.JPG,PARTAI AMANAT NASIONAL,207058,1,DEDDY SETIAWAN R.DOLOT,Laki-Laki
JAKARTA SELATAN,BARA HASIBUAN.jpeg,PARTAI AMANAT NASIONAL,127429,2,BARA KRISHNA HASIBUAN,Laki-Laki
MINAHASA,IBU NAZMA.jpeg,PARTAI AMANAT NASIONAL,250689,3,NAJMAH ARSYAD,Perempuan
KOTA MANADO,PAS FOTO LATAR BIRU.jpg,PARTAI AMANAT NASIONAL,228723,4,dr. MAKMUN DJAAFARA,Laki-Laki
KARAWANG,IKHWAN.jpg,PARTAI AMANAT NASIONAL,299713,5,IKHWANUL AULIA,Laki-Laki
BOLAANG MONGONDOW TIMUR,amalia ramandhan s. landjar.jpg,PARTAI AMANAT NASIONAL,244148,6,AMALIA RAMADHAN S. LANDJAR,Perempuan
JAKARTA SELATAN,4X6 BLUE.jpg,PARTAI AMANAT NASIONAL,228623,1,"SARIFUDDIN SUDING, SH., MH",Laki-Laki
KOTA PALU,POTO.jpg,PARTAI AMANAT NASIONAL,209826,2,DELLIA WIHELMINA,Perempuan
JAKARTA PUSAT,WhatsApp Image 2018-06-04 at 1.37.47 PM.jpeg,PARTAI AMANAT NASIONAL,44420,3,"Ir. H. BURHANUDDIN LAMADJIDO, MSF",Laki-Laki
KOTA PALU,12. PAS PHOTO.jpg,PARTAI AMANAT NASIONAL,81136,4,"Ir. ZAINAL ABIDIN DG.PASAU, MH",Laki-Laki
KOTA PALU,12. FOTO.jpg,PARTAI AMANAT NASIONAL,223179,5,SUTITIEN MALEWA,Perempuan
KOTA PALU,12. PAS POTO.jpeg,PARTAI AMANAT NASIONAL,244624,6,"IRVAN DJ NOUK, SP",Laki-Laki
KOTA PALU,putih.jpg,PARTAI AMANAT NASIONAL,104580,7,Dra. Hj. ANNEKE AGUSTINA,Perempuan
KOTA MAKASSAR,IMG_7743 -5R.jpg,PARTAI AMANAT NASIONAL,218225,1,"Drs. H. ASHABUL KAHFI, M.Ag",Laki-Laki
KOTA MAKASSAR,PAS PHOTO.jpeg,PARTAI AMANAT NASIONAL,236552,2,"MUKHTAR TOMPO, S.Psi.",Laki-Laki
GOWA,SRI WAHYUNI.jpeg,PARTAI AMANAT NASIONAL,295321,3,"A. SRI WAHYUNI ASTI, S.Pd ., M.Pd",Perempuan
GOWA,20171217_101008 copy.jpg,PARTAI AMANAT NASIONAL,295952,4,Drs. SATUHANG DG. SE'RE,Laki-Laki
JAKARTA BARAT,PHOTO.JPG,PARTAI AMANAT NASIONAL,219247,5,"M. IRWAN ZULFIKAR, MBA",Laki-Laki
KOTA MAKASSAR,HARLINA.jpeg,PARTAI AMANAT NASIONAL,296040,6,Dra. HARLINA ARIFIN,Perempuan
JAKARTA TIMUR,FOTO.JPG,PARTAI AMANAT NASIONAL,250066,7,"JABAL NATSIR, SE",Laki-Laki
TAKALAR,PAS PH.jpeg,PARTAI AMANAT NASIONAL,238514,8,"PUTRI UTAMI MUIS, S.Farm., Apt",Perempuan
JAKARTA SELATAN,silon.JPG,PARTAI AMANAT NASIONAL,58423,1,Hj. ANDI YULIANI PARIS,Perempuan
MAROS,BIRU.jpg,PARTAI AMANAT NASIONAL,105334,2,"Hj. SUHARTINA BOHARI, SE",Perempuan
KOTA MAKASSAR,Anggota_MPR_Aziz_Qahhar_Mudzakkar_(2014?19).jpg,PARTAI AMANAT NASIONAL,242252,3,"Dr. Ir. H. ABD. AZIZ QAHHAR MUDZAKKAR, M.Si",Laki-Laki
KOTA MAKASSAR,PHOTO.jpeg,PARTAI AMANAT NASIONAL,220722,4,ABDUL WARIS,Laki-Laki
BONE,silon.jpeg,PARTAI AMANAT NASIONAL,99835,5,"dr. H. RIZALUL UMAR, SpB, MARS",Laki-Laki
KOTA MAKASSAR,DIANA ROSE.jpeg,PARTAI AMANAT NASIONAL,249225,6,ANDI DIANA ROSE DARWIS,Perempuan
JAKARTA UTARA,SILON.jpeg,PARTAI AMANAT NASIONAL,295551,7,"Drs. H. MUCHTAR AMMA, MM",Laki-Laki
KOTA MAKASSAR,silon.jpeg,PARTAI AMANAT NASIONAL,125636,8,"A. MAHYANTO MAZDA, SH., MH",Laki-Laki
JAKARTA PUSAT,3r dan 5 r @3.jpg,PARTAI AMANAT NASIONAL,101920,9,"Dra. BAUMASITA, MH",Perempuan
KOTA MAKASSAR,JAMALUDDIN JAFAR -SULSEL 3.JPG,PARTAI AMANAT NASIONAL,45463,1,"H.A.JAMALUDDIN JAFAR, SE.MM",Laki-Laki
JAKARTA SELATAN,IMG_20180819_215218.jpg,PARTAI AMANAT NASIONAL,38968,2,"AMRAN, SE",Laki-Laki
SIDENRENG RAPPANG,12. 4 X 6.jpg,PARTAI AMANAT NASIONAL,207873,3,Hj. HADRAH SAID,Perempuan
KOTA MAKASSAR,"Foto warna, ukuran 4x6.jpg",PARTAI AMANAT NASIONAL,92973,4,"Ir. H. BUHARI KAHAR MUZAKKAR, MM",Laki-Laki
KOTA MAKASSAR,Pass Photo.jpg,PARTAI AMANAT NASIONAL,235772,5,MITRA FAKHRUDDIN MB,Laki-Laki
JAKARTA BARAT,WhatsApp Image 2018-07-26 at 20.06.05.jpeg,PARTAI AMANAT NASIONAL,96200,6,BURDA ULFY,Perempuan
JAKARTA SELATAN,WhatsApp Image 2018-07-29 at 21.06.24.jpeg,PARTAI AMANAT NASIONAL,119804,7,SANTIKA SORAYA,Perempuan
KONAWE,FACHRY.jpg,PARTAI AMANAT NASIONAL,141318,1,"FACHRY PAHLEVI KONGGOASA, SE",Laki-Laki
BOGOR,01.jpg,PARTAI AMANAT NASIONAL,121207,2,"ARBAB PAPROEKA, SH",Laki-Laki
KOTA BANDUNG,WA ODE.jpg,PARTAI AMANAT NASIONAL,108838,3,"WA ODE NUR ZAINAB, SH",Perempuan
KOTA DEPOK,ARI.jpg,PARTAI AMANAT NASIONAL,118523,4,"AL QADRI ARIEF, SH",Laki-Laki
JAKARTA SELATAN,JOARANA.jpg,PARTAI AMANAT NASIONAL,229900,5,"JAORANA AMIRUDDIN, SP, MSi",Perempuan
KOTA DEPOK,Prof Dr Djaali - Foto Latar Biru - PAN.jpg,PARTAI AMANAT NASIONAL,121295,6,PROF. Dr. H. DJAALI,Laki-Laki
GORONTALO,ZH.jpeg,PARTAI AMANAT NASIONAL,175802,1,H. ZAINUDDIN HASAN,Laki-Laki
GORONTALO,SUMARNI.jpg,PARTAI AMANAT NASIONAL,175472,2,"HJ. SUMARNI ANTULE, S.SOS",Perempuan
KOTA GORONTALO,FOTO.jpeg,PARTAI AMANAT NASIONAL,176289,3,"ABD. RAHMAN ADAM, SE",Laki-Laki
KOTA DEPOK,WhatsApp Image 2018-07-30 at 20.08.27.jpeg,PARTAI AMANAT NASIONAL,195634,1,MUHAMMAD ASRI ANAS,Laki-Laki
MAMUJU,IMG_0004_.jpg,PARTAI AMANAT NASIONAL,197581,2,HERNAWATI DARLIS,Perempuan
MAMUJU,Muhaimin Faisal (4R).jpg,PARTAI AMANAT NASIONAL,197182,3,MUHAIMIN FAISAL,Laki-Laki
KOTA TANGERANG SELATAN,P1012488.JPG,PARTAI AMANAT NASIONAL,232791,4,"JULIANTI NOOR, SE",Perempuan
JAKARTA SELATAN,silon.jpeg,PARTAI AMANAT NASIONAL,120585,1,ABDUL MUTTALIB TUANAYA,Laki-Laki
SIDOARJO,a3_4x6_Merah.jpg,PARTAI AMANAT NASIONAL,241478,2,"JULIUS R. LATUMAERISSA, SE",Laki-Laki
JAKARTA BARAT,WhatsApp Image 2018-07-29 at 18.35.44.jpeg,PARTAI AMANAT NASIONAL,295400,3,RENI ROSYIDA,Perempuan
JAKARTA TIMUR,12. SILON PHOTO.jpeg,PARTAI AMANAT NASIONAL,295313,4,RAHMI,Perempuan
KOTA TERNATE,Jufri Biru.jpeg,PARTAI AMANAT NASIONAL,44231,1,MOHAMMAD JUFRI,Laki-Laki
KOTA TERNATE,4 X 6.jpg,PARTAI AMANAT NASIONAL,280201,2,ANSAR UMASANGADJI,Laki-Laki
KOTA TERNATE,Ramla Iskandar Alam.JPG,PARTAI AMANAT NASIONAL,150279,3,RAMLA ISKANDAR ALAM,Perempuan
JAYAPURA,DSC_0001 ok.jpg,PARTAI AMANAT NASIONAL,77280,1,JOHN SIFFY MIRIN,Laki-Laki
YAHUKIMO,IMG_4073 cetak.JPG,PARTAI AMANAT NASIONAL,101255,2,MESAKH MIRIN,Laki-Laki
MIMIKA,WhatsApp Image 2018-07-30 at 8.03.19 PM.jpeg,PARTAI AMANAT NASIONAL,102334,3,EKA ZUHRIAH,Perempuan
JAYAPURA,DSC_9954=ok.jpg,PARTAI AMANAT NASIONAL,103418,4,"STENLY PURARO, SE. M.Si",Laki-Laki
